locked_correlate,term,adjusted_or,ci_low,ci_high,beta,cluster_robust_se,z_value,p_value,bh_q_value
OASIS per SD,oasis_z,1.00017829885839,0.978258874848027,1.02258886193358,0.000178282965041555,0.011305936693186,0.0157689689832603,0.987418704522263,0.987418704522263
Night versus day shift,shiftnight_1900_0659,0.956602505227774,0.943727766232328,0.969652886935167,-0.0443673288518786,0.00691349887576798,-6.41749274124965,1.38536963174187e-10,2.56096394410551e-10
Active invasive ventilation,invasive_ventilation_active,0.811078177746255,0.781464032921511,0.841814572011477,-0.209390832784779,0.0189775530680043,-11.0336054408303,2.63101343256663e-28,1.31550671628331e-27
Active vasopressor,vasopressor_active,1.08686739965245,1.04499031570609,1.13042267155279,0.0832996132577466,0.0200473046753653,4.15515275527825,3.25070290639952e-05,4.0633786329994e-05
Active RRT,rrt_active,0.747014647952469,0.683198911226152,0.816791237641232,-0.291670485002125,0.0455614214596978,-6.40169853480378,1.5365783664633e-10,2.56096394410551e-10
