anchor	operator	effect_measure	order_exposed_n	administration_exposed_n	order_effect	administration_effect	administration_minus_order_log_effect	absolute_log_effect_change	direction_crossed_null	interpretation
A1	metadata_constrained_broad	OR	7047	12183	1.86834621856168	0.909163627166054	-0.720283857596101	0.720283857596101	True	measurement stress test; no causal efficacy or safety claim
A1	original_broad	OR	7047	12362	1.86834621856168	0.907140050829991	-0.7225120942041529	0.7225120942041529	True	measurement stress test; no causal efficacy or safety claim
A1	original_strict	OR	7047	5538	1.86834621856168	1.9530352230722	0.04433102262372002	0.04433102262372002	False	measurement stress test; no causal efficacy or safety claim
A2	hospital_overlap_broad	HR	776	870	1.64339631516524	1.20779882469953	-0.30796547451121103	0.30796547451121103	False	measurement stress test; no causal efficacy or safety claim
A2	hospital_overlap_strict	HR	776	521	1.64339631516524	1.92692210109315	0.15915893934004	0.15915893934004	False	measurement stress test; no causal efficacy or safety claim
A2	original_broad	HR	655	870	1.90385184331472	1.20779882469953	-0.455079570157199	0.455079570157199	False	measurement stress test; no causal efficacy or safety claim
A2	original_strict	HR	655	518	1.90385184331472	1.92610731174559	0.011621909284577958	0.011621909284577958	False	measurement stress test; no causal efficacy or safety claim
A1	route_metadata_capability	NOT_APPLICABLE								"{""capability_required_route_population_n"": 87569, ""capability_required_route_nonmissing_n"": 0, ""published_aggregate_rows"": [{""source_layer"": ""eligible order unit"", ""records_n"": ""9940"", ""route_available_n"": ""9940"", ""subcutaneous_compatible_n"": ""9940"", ""route_available_pct"": ""100.0"", ""subcutaneous_compatible_pct"": ""100.0""}, {""source_layer"": ""strict eMAR administration"", ""records_n"": ""87569"", ""route_available_n"": ""0"", ""subcutaneous_compatible_n"": ""0"", ""route_available_pct"": ""0.0"", ""subcutaneous_compatible_pct"": ""0.0""}]}"
