relative_path,expected_sha256,observed_sha256,integrity_pass
1_omop_data_csv/drug_exposure.csv,f3805d399ec2b44ab33c49c8ed81fa03e2092275e67d6d38397573ea0d52068f,f3805d399ec2b44ab33c49c8ed81fa03e2092275e67d6d38397573ea0d52068f,True
1_omop_data_csv/2b_concept.csv,c18c0597de0d302e9677b4c7bcc56746b15dfeca3431006a60310945299595e7,c18c0597de0d302e9677b4c7bcc56746b15dfeca3431006a60310945299595e7,True
1_omop_data_csv/cdm_source.csv,69c720a89e846384cba872feb019b409afb14b3e82f84572c8ea5ab9bf00999e,69c720a89e846384cba872feb019b409afb14b3e82f84572c8ea5ab9bf00999e,True
