file,expected_sha256,observed_sha256,match
jamia_residual_provenance_addendum_v1.0_2026-07-31.md,af533e4d3a9b636c368dc6c76cc3e3ea472c77f9884476520d341ae09575dcfd,af533e4d3a9b636c368dc6c76cc3e3ea472c77f9884476520d341ae09575dcfd,True
