medication_class,hospital_id,unit_type,eligible_orders_n,converted_orders_n,conversion_pct,cell_suppression_threshold,suppressed_hospital_unit_cells_n
vte_prophylaxis,SUPPRESSED_CELLS_SUMMARY,all,not_released,not_released,not_released,10,14
intra_abdominal_antibiotics,140,Med-Surg ICU,72,0,0.0,10,
intra_abdominal_antibiotics,141,Cardiac ICU,68,0,0.0,10,
intra_abdominal_antibiotics,141,Med-Surg ICU,56,0,0.0,10,
intra_abdominal_antibiotics,142,CTICU,15,0,0.0,10,
intra_abdominal_antibiotics,142,Med-Surg ICU,78,0,0.0,10,
intra_abdominal_antibiotics,142,Neuro ICU,26,0,0.0,10,
intra_abdominal_antibiotics,143,Med-Surg ICU,56,0,0.0,10,
intra_abdominal_antibiotics,144,Med-Surg ICU,49,0,0.0,10,
intra_abdominal_antibiotics,146,Med-Surg ICU,698,0,0.0,10,
intra_abdominal_antibiotics,148,CSICU,430,0,0.0,10,
intra_abdominal_antibiotics,148,MICU,1046,0,0.0,10,
intra_abdominal_antibiotics,148,Med-Surg ICU,33,0,0.0,10,
intra_abdominal_antibiotics,152,CSICU,377,0,0.0,10,
intra_abdominal_antibiotics,154,Med-Surg ICU,960,0,0.0,10,
intra_abdominal_antibiotics,155,Med-Surg ICU,427,0,0.0,10,
intra_abdominal_antibiotics,157,Med-Surg ICU,1367,0,0.0,10,
intra_abdominal_antibiotics,158,Med-Surg ICU,164,0,0.0,10,
intra_abdominal_antibiotics,164,Med-Surg ICU,111,0,0.0,10,
intra_abdominal_antibiotics,165,CSICU,160,0,0.0,10,
intra_abdominal_antibiotics,165,Med-Surg ICU,1230,0,0.0,10,
intra_abdominal_antibiotics,167,CSICU,284,0,0.0,10,
intra_abdominal_antibiotics,167,Med-Surg ICU,1051,0,0.0,10,
intra_abdominal_antibiotics,167,Neuro ICU,311,0,0.0,10,
intra_abdominal_antibiotics,171,Med-Surg ICU,948,0,0.0,10,
intra_abdominal_antibiotics,174,Med-Surg ICU,65,0,0.0,10,
intra_abdominal_antibiotics,175,Med-Surg ICU,408,0,0.0,10,
intra_abdominal_antibiotics,176,CSICU,1156,0,0.0,10,
intra_abdominal_antibiotics,176,Med-Surg ICU,1330,0,0.0,10,
intra_abdominal_antibiotics,179,MICU,26,0,0.0,10,
intra_abdominal_antibiotics,180,Med-Surg ICU,2146,0,0.0,10,
intra_abdominal_antibiotics,181,Cardiac ICU,1450,0,0.0,10,
intra_abdominal_antibiotics,181,Med-Surg ICU,3158,0,0.0,10,
intra_abdominal_antibiotics,182,Med-Surg ICU,1194,0,0.0,10,
intra_abdominal_antibiotics,183,CSICU,832,0,0.0,10,
intra_abdominal_antibiotics,183,Med-Surg ICU,3009,0,0.0,10,
intra_abdominal_antibiotics,183,Neuro ICU,1999,0,0.0,10,
intra_abdominal_antibiotics,184,Cardiac ICU,1960,0,0.0,10,
intra_abdominal_antibiotics,184,Med-Surg ICU,2032,0,0.0,10,
intra_abdominal_antibiotics,194,MICU,27,0,0.0,10,
intra_abdominal_antibiotics,195,CTICU,71,0,0.0,10,
intra_abdominal_antibiotics,195,SICU,120,0,0.0,10,
intra_abdominal_antibiotics,196,Med-Surg ICU,53,0,0.0,10,
intra_abdominal_antibiotics,197,CTICU,63,0,0.0,10,
intra_abdominal_antibiotics,197,Cardiac ICU,66,0,0.0,10,
intra_abdominal_antibiotics,197,MICU,152,0,0.0,10,
intra_abdominal_antibiotics,198,CTICU,125,0,0.0,10,
intra_abdominal_antibiotics,199,MICU,366,0,0.0,10,
intra_abdominal_antibiotics,199,Med-Surg ICU,1636,0,0.0,10,
intra_abdominal_antibiotics,200,Med-Surg ICU,115,0,0.0,10,
intra_abdominal_antibiotics,202,Med-Surg ICU,456,0,0.0,10,
intra_abdominal_antibiotics,205,Med-Surg ICU,66,0,0.0,10,
intra_abdominal_antibiotics,206,Med-Surg ICU,898,0,0.0,10,
intra_abdominal_antibiotics,226,Med-Surg ICU,427,0,0.0,10,
intra_abdominal_antibiotics,226,Neuro ICU,271,0,0.0,10,
intra_abdominal_antibiotics,227,CTICU,144,0,0.0,10,
intra_abdominal_antibiotics,227,Med-Surg ICU,532,0,0.0,10,
intra_abdominal_antibiotics,243,Cardiac ICU,483,0,0.0,10,
intra_abdominal_antibiotics,243,MICU,513,0,0.0,10,
intra_abdominal_antibiotics,243,Neuro ICU,115,0,0.0,10,
intra_abdominal_antibiotics,243,SICU,234,0,0.0,10,
intra_abdominal_antibiotics,244,Med-Surg ICU,802,0,0.0,10,
intra_abdominal_antibiotics,245,Med-Surg ICU,391,0,0.0,10,
intra_abdominal_antibiotics,248,CCU-CTICU,620,0,0.0,10,
intra_abdominal_antibiotics,248,Neuro ICU,352,0,0.0,10,
intra_abdominal_antibiotics,249,Med-Surg ICU,205,0,0.0,10,
intra_abdominal_antibiotics,250,Med-Surg ICU,138,0,0.0,10,
intra_abdominal_antibiotics,251,Cardiac ICU,204,0,0.0,10,
intra_abdominal_antibiotics,252,CCU-CTICU,343,0,0.0,10,
intra_abdominal_antibiotics,252,MICU,737,0,0.0,10,
intra_abdominal_antibiotics,252,Neuro ICU,290,0,0.0,10,
intra_abdominal_antibiotics,252,SICU,461,0,0.0,10,
intra_abdominal_antibiotics,253,Med-Surg ICU,363,0,0.0,10,
intra_abdominal_antibiotics,256,Med-Surg ICU,33,0,0.0,10,
intra_abdominal_antibiotics,258,Med-Surg ICU,28,0,0.0,10,
intra_abdominal_antibiotics,259,Cardiac ICU,205,0,0.0,10,
intra_abdominal_antibiotics,262,Med-Surg ICU,20,0,0.0,10,
intra_abdominal_antibiotics,264,CCU-CTICU,155,0,0.0,10,
intra_abdominal_antibiotics,264,Med-Surg ICU,378,0,0.0,10,
intra_abdominal_antibiotics,264,Neuro ICU,166,0,0.0,10,
intra_abdominal_antibiotics,264,SICU,136,0,0.0,10,
intra_abdominal_antibiotics,266,Med-Surg ICU,28,0,0.0,10,
intra_abdominal_antibiotics,268,Med-Surg ICU,402,6,1.492537,10,
intra_abdominal_antibiotics,269,Med-Surg ICU,515,15,2.912621,10,
intra_abdominal_antibiotics,271,Med-Surg ICU,492,24,4.878049,10,
intra_abdominal_antibiotics,272,MICU,165,4,2.424242,10,
intra_abdominal_antibiotics,272,SICU,144,6,4.166667,10,
intra_abdominal_antibiotics,273,MICU,119,3,2.521008,10,
intra_abdominal_antibiotics,275,Med-Surg ICU,259,20,7.722008,10,
intra_abdominal_antibiotics,277,Med-Surg ICU,917,22,2.399128,10,
intra_abdominal_antibiotics,279,Med-Surg ICU,350,16,4.571429,10,
intra_abdominal_antibiotics,280,Med-Surg ICU,830,22,2.650602,10,
intra_abdominal_antibiotics,281,CCU-CTICU,385,22,5.714286,10,
intra_abdominal_antibiotics,281,Med-Surg ICU,549,35,6.375228,10,
intra_abdominal_antibiotics,281,Neuro ICU,40,4,10.0,10,
intra_abdominal_antibiotics,282,Cardiac ICU,154,4,2.597403,10,
intra_abdominal_antibiotics,283,MICU,513,9,1.754386,10,
intra_abdominal_antibiotics,283,Med-Surg ICU,35,0,0.0,10,
intra_abdominal_antibiotics,283,SICU,533,12,2.251407,10,
intra_abdominal_antibiotics,300,CSICU,277,0,0.0,10,
intra_abdominal_antibiotics,300,Med-Surg ICU,2326,0,0.0,10,
intra_abdominal_antibiotics,303,Med-Surg ICU,244,0,0.0,10,
intra_abdominal_antibiotics,307,Med-Surg ICU,1387,0,0.0,10,
intra_abdominal_antibiotics,310,Med-Surg ICU,1007,0,0.0,10,
intra_abdominal_antibiotics,312,Med-Surg ICU,649,0,0.0,10,
intra_abdominal_antibiotics,323,Med-Surg ICU,14,0,0.0,10,
intra_abdominal_antibiotics,328,Med-Surg ICU,463,0,0.0,10,
intra_abdominal_antibiotics,331,Med-Surg ICU,1451,0,0.0,10,
intra_abdominal_antibiotics,336,Cardiac ICU,107,0,0.0,10,
intra_abdominal_antibiotics,336,Med-Surg ICU,870,0,0.0,10,
intra_abdominal_antibiotics,337,Med-Surg ICU,443,0,0.0,10,
intra_abdominal_antibiotics,338,CCU-CTICU,1073,0,0.0,10,
intra_abdominal_antibiotics,338,MICU,1883,0,0.0,10,
intra_abdominal_antibiotics,338,Med-Surg ICU,76,0,0.0,10,
intra_abdominal_antibiotics,338,Neuro ICU,421,0,0.0,10,
intra_abdominal_antibiotics,338,SICU,705,0,0.0,10,
intra_abdominal_antibiotics,342,Med-Surg ICU,220,0,0.0,10,
intra_abdominal_antibiotics,345,Med-Surg ICU,1776,0,0.0,10,
intra_abdominal_antibiotics,360,Med-Surg ICU,39,0,0.0,10,
intra_abdominal_antibiotics,365,Med-Surg ICU,10,0,0.0,10,
intra_abdominal_antibiotics,420,CCU-CTICU,586,0,0.0,10,
intra_abdominal_antibiotics,420,Cardiac ICU,1365,0,0.0,10,
intra_abdominal_antibiotics,420,Med-Surg ICU,2881,0,0.0,10,
intra_abdominal_antibiotics,420,SICU,2188,0,0.0,10,
intra_abdominal_antibiotics,421,Med-Surg ICU,493,0,0.0,10,
intra_abdominal_antibiotics,422,Med-Surg ICU,15,0,0.0,10,
intra_abdominal_antibiotics,423,Med-Surg ICU,51,0,0.0,10,
intra_abdominal_antibiotics,424,Med-Surg ICU,470,0,0.0,10,
intra_abdominal_antibiotics,425,Med-Surg ICU,70,0,0.0,10,
intra_abdominal_antibiotics,443,CCU-CTICU,387,0,0.0,10,
intra_abdominal_antibiotics,443,MICU,743,0,0.0,10,
intra_abdominal_antibiotics,443,Neuro ICU,283,0,0.0,10,
intra_abdominal_antibiotics,443,SICU,447,0,0.0,10,
intra_abdominal_antibiotics,445,Med-Surg ICU,37,0,0.0,10,
intra_abdominal_antibiotics,447,Med-Surg ICU,12,0,0.0,10,
intra_abdominal_antibiotics,449,Med-Surg ICU,1513,0,0.0,10,
intra_abdominal_antibiotics,449,Neuro ICU,231,0,0.0,10,
intra_abdominal_antibiotics,458,CTICU,16,0,0.0,10,
intra_abdominal_antibiotics,458,Cardiac ICU,36,0,0.0,10,
intra_abdominal_antibiotics,56,Med-Surg ICU,198,0,0.0,10,
intra_abdominal_antibiotics,58,Med-Surg ICU,233,0,0.0,10,
intra_abdominal_antibiotics,59,Med-Surg ICU,714,0,0.0,10,
intra_abdominal_antibiotics,60,Med-Surg ICU,311,0,0.0,10,
intra_abdominal_antibiotics,61,Med-Surg ICU,145,0,0.0,10,
intra_abdominal_antibiotics,63,Med-Surg ICU,817,0,0.0,10,
intra_abdominal_antibiotics,66,Med-Surg ICU,1054,0,0.0,10,
intra_abdominal_antibiotics,67,Med-Surg ICU,498,0,0.0,10,
intra_abdominal_antibiotics,68,SICU,372,0,0.0,10,
intra_abdominal_antibiotics,69,Med-Surg ICU,408,0,0.0,10,
intra_abdominal_antibiotics,71,Med-Surg ICU,410,0,0.0,10,
intra_abdominal_antibiotics,73,CCU-CTICU,1065,0,0.0,10,
intra_abdominal_antibiotics,73,CTICU,579,0,0.0,10,
intra_abdominal_antibiotics,73,MICU,1810,0,0.0,10,
intra_abdominal_antibiotics,73,Med-Surg ICU,1163,0,0.0,10,
intra_abdominal_antibiotics,73,Neuro ICU,769,0,0.0,10,
intra_abdominal_antibiotics,73,SICU,589,0,0.0,10,
intra_abdominal_antibiotics,79,Med-Surg ICU,90,0,0.0,10,
intra_abdominal_antibiotics,92,Med-Surg ICU,14,0,0.0,10,
intra_abdominal_antibiotics,93,Med-Surg ICU,12,0,0.0,10,
intra_abdominal_antibiotics,SUPPRESSED_CELLS_SUMMARY,all,not_released,not_released,not_released,10,27
