medication_class,hospital_id,unit_type,eligible_orders_n,converted_orders_n,conversion_pct,cell_suppression_threshold,suppressed_hospital_unit_cells_n
stress_ulcer_prophylaxis,68,SICU,609,0,0.0,10,
stress_ulcer_prophylaxis,69,Med-Surg ICU,529,0,0.0,10,
stress_ulcer_prophylaxis,71,Med-Surg ICU,1127,0,0.0,10,
stress_ulcer_prophylaxis,73,CCU-CTICU,1577,0,0.0,10,
stress_ulcer_prophylaxis,73,CTICU,2369,0,0.0,10,
stress_ulcer_prophylaxis,73,MICU,1646,0,0.0,10,
stress_ulcer_prophylaxis,73,Med-Surg ICU,1144,0,0.0,10,
stress_ulcer_prophylaxis,73,Neuro ICU,1869,0,0.0,10,
stress_ulcer_prophylaxis,73,SICU,696,0,0.0,10,
stress_ulcer_prophylaxis,79,Med-Surg ICU,585,1,0.17094,10,
stress_ulcer_prophylaxis,92,Med-Surg ICU,25,0,0.0,10,
stress_ulcer_prophylaxis,SUPPRESSED_CELLS_SUMMARY,all,not_released,not_released,not_released,10,14
vte_prophylaxis,108,Med-Surg ICU,214,2,0.934579,10,
vte_prophylaxis,110,CCU-CTICU,107,0,0.0,10,
vte_prophylaxis,110,Med-Surg ICU,232,0,0.0,10,
vte_prophylaxis,115,Med-Surg ICU,26,0,0.0,10,
vte_prophylaxis,122,CTICU,122,0,0.0,10,
vte_prophylaxis,122,Cardiac ICU,219,0,0.0,10,
vte_prophylaxis,122,Med-Surg ICU,484,0,0.0,10,
vte_prophylaxis,125,Med-Surg ICU,35,0,0.0,10,
vte_prophylaxis,131,Med-Surg ICU,69,0,0.0,10,
vte_prophylaxis,140,Med-Surg ICU,549,32,5.82878,10,
vte_prophylaxis,141,Cardiac ICU,612,55,8.986928,10,
vte_prophylaxis,141,Med-Surg ICU,602,55,9.136213,10,
vte_prophylaxis,142,CTICU,414,26,6.280193,10,
vte_prophylaxis,142,Med-Surg ICU,654,52,7.95107,10,
vte_prophylaxis,142,Neuro ICU,365,8,2.191781,10,
vte_prophylaxis,143,Med-Surg ICU,511,32,6.262231,10,
vte_prophylaxis,144,Med-Surg ICU,738,45,6.097561,10,
vte_prophylaxis,146,Med-Surg ICU,902,80,8.86918,10,
vte_prophylaxis,148,CSICU,919,59,6.420022,10,
vte_prophylaxis,148,MICU,865,73,8.439306,10,
vte_prophylaxis,148,Med-Surg ICU,27,1,3.703704,10,
vte_prophylaxis,152,CSICU,925,111,12.0,10,
vte_prophylaxis,154,Med-Surg ICU,1196,73,6.103679,10,
vte_prophylaxis,155,Med-Surg ICU,426,25,5.868545,10,
vte_prophylaxis,157,Med-Surg ICU,1078,117,10.853432,10,
vte_prophylaxis,158,Med-Surg ICU,301,13,4.318937,10,
vte_prophylaxis,164,Med-Surg ICU,111,1,0.900901,10,
vte_prophylaxis,165,CSICU,456,45,9.868421,10,
vte_prophylaxis,165,Med-Surg ICU,1237,90,7.275667,10,
vte_prophylaxis,167,CSICU,1156,110,9.515571,10,
vte_prophylaxis,167,Med-Surg ICU,1480,82,5.540541,10,
vte_prophylaxis,167,Neuro ICU,502,37,7.370518,10,
vte_prophylaxis,171,Med-Surg ICU,1262,57,4.51664,10,
vte_prophylaxis,174,Med-Surg ICU,91,4,4.395604,10,
vte_prophylaxis,175,Med-Surg ICU,494,32,6.477733,10,
vte_prophylaxis,176,CSICU,1286,127,9.875583,10,
vte_prophylaxis,176,Med-Surg ICU,1056,88,8.333333,10,
vte_prophylaxis,179,MICU,33,0,0.0,10,
vte_prophylaxis,180,Med-Surg ICU,514,3,0.583658,10,
vte_prophylaxis,181,Cardiac ICU,490,41,8.367347,10,
vte_prophylaxis,181,Med-Surg ICU,745,38,5.100671,10,
vte_prophylaxis,182,Med-Surg ICU,327,10,3.058104,10,
vte_prophylaxis,183,CSICU,1176,39,3.316327,10,
vte_prophylaxis,183,Med-Surg ICU,862,51,5.916473,10,
vte_prophylaxis,183,Neuro ICU,590,47,7.966102,10,
vte_prophylaxis,184,Cardiac ICU,679,28,4.123711,10,
vte_prophylaxis,184,Med-Surg ICU,419,16,3.818616,10,
vte_prophylaxis,188,MICU,10,0,0.0,10,
vte_prophylaxis,194,MICU,117,16,13.675214,10,
vte_prophylaxis,195,CTICU,381,0,0.0,10,
vte_prophylaxis,195,SICU,683,0,0.0,10,
vte_prophylaxis,196,Med-Surg ICU,287,0,0.0,10,
vte_prophylaxis,197,CTICU,148,0,0.0,10,
vte_prophylaxis,197,Cardiac ICU,287,0,0.0,10,
vte_prophylaxis,197,MICU,376,0,0.0,10,
vte_prophylaxis,198,CTICU,626,0,0.0,10,
vte_prophylaxis,199,MICU,303,0,0.0,10,
vte_prophylaxis,199,Med-Surg ICU,2144,0,0.0,10,
vte_prophylaxis,200,Med-Surg ICU,114,0,0.0,10,
vte_prophylaxis,202,Med-Surg ICU,475,0,0.0,10,
vte_prophylaxis,205,Med-Surg ICU,85,0,0.0,10,
vte_prophylaxis,206,Med-Surg ICU,633,0,0.0,10,
vte_prophylaxis,212,CTICU,13,0,0.0,10,
vte_prophylaxis,212,Cardiac ICU,29,0,0.0,10,
vte_prophylaxis,215,Med-Surg ICU,567,0,0.0,10,
vte_prophylaxis,217,CCU-CTICU,404,0,0.0,10,
vte_prophylaxis,217,Med-Surg ICU,813,0,0.0,10,
vte_prophylaxis,220,Med-Surg ICU,581,0,0.0,10,
vte_prophylaxis,224,Med-Surg ICU,351,0,0.0,10,
vte_prophylaxis,226,Med-Surg ICU,496,0,0.0,10,
vte_prophylaxis,226,Neuro ICU,384,0,0.0,10,
vte_prophylaxis,227,CTICU,420,0,0.0,10,
vte_prophylaxis,227,Med-Surg ICU,593,0,0.0,10,
vte_prophylaxis,243,Cardiac ICU,2398,946,39.449541,10,
vte_prophylaxis,243,MICU,1101,201,18.256131,10,
vte_prophylaxis,243,Neuro ICU,365,54,14.794521,10,
vte_prophylaxis,243,SICU,1011,161,15.924827,10,
vte_prophylaxis,244,Med-Surg ICU,1166,288,24.699828,10,
vte_prophylaxis,245,Med-Surg ICU,538,32,5.947955,10,
vte_prophylaxis,248,CCU-CTICU,1219,0,0.0,10,
vte_prophylaxis,248,Neuro ICU,496,0,0.0,10,
vte_prophylaxis,249,Med-Surg ICU,130,0,0.0,10,
vte_prophylaxis,250,Med-Surg ICU,126,0,0.0,10,
vte_prophylaxis,251,Cardiac ICU,181,0,0.0,10,
vte_prophylaxis,252,CCU-CTICU,956,0,0.0,10,
vte_prophylaxis,252,MICU,1082,0,0.0,10,
vte_prophylaxis,252,Neuro ICU,555,0,0.0,10,
vte_prophylaxis,252,SICU,848,0,0.0,10,
vte_prophylaxis,253,Med-Surg ICU,478,0,0.0,10,
vte_prophylaxis,256,Med-Surg ICU,135,0,0.0,10,
vte_prophylaxis,258,Med-Surg ICU,303,0,0.0,10,
vte_prophylaxis,259,Cardiac ICU,890,0,0.0,10,
vte_prophylaxis,262,Med-Surg ICU,173,0,0.0,10,
vte_prophylaxis,264,CCU-CTICU,1281,0,0.0,10,
vte_prophylaxis,264,Med-Surg ICU,2073,0,0.0,10,
vte_prophylaxis,264,Neuro ICU,995,0,0.0,10,
vte_prophylaxis,264,SICU,802,0,0.0,10,
vte_prophylaxis,266,Med-Surg ICU,305,0,0.0,10,
vte_prophylaxis,267,Med-Surg ICU,20,0,0.0,10,
vte_prophylaxis,268,Med-Surg ICU,306,33,10.784314,10,
vte_prophylaxis,269,Med-Surg ICU,648,56,8.641975,10,
vte_prophylaxis,271,Med-Surg ICU,1833,145,7.910529,10,
vte_prophylaxis,272,MICU,750,79,10.533333,10,
vte_prophylaxis,272,SICU,431,32,7.424594,10,
vte_prophylaxis,273,MICU,121,15,12.396694,10,
vte_prophylaxis,275,Med-Surg ICU,884,49,5.542986,10,
vte_prophylaxis,277,Med-Surg ICU,1168,131,11.215753,10,
vte_prophylaxis,279,Med-Surg ICU,859,22,2.561118,10,
vte_prophylaxis,280,Med-Surg ICU,892,110,12.331839,10,
vte_prophylaxis,281,CCU-CTICU,2171,143,6.586826,10,
vte_prophylaxis,281,Med-Surg ICU,1288,41,3.18323,10,
vte_prophylaxis,281,Neuro ICU,306,30,9.803922,10,
vte_prophylaxis,282,Cardiac ICU,1305,78,5.977011,10,
vte_prophylaxis,283,MICU,597,59,9.882747,10,
vte_prophylaxis,283,Med-Surg ICU,28,0,0.0,10,
vte_prophylaxis,283,SICU,810,59,7.283951,10,
vte_prophylaxis,300,CSICU,1436,156,10.86351,10,
vte_prophylaxis,300,Med-Surg ICU,2727,126,4.620462,10,
vte_prophylaxis,303,Med-Surg ICU,192,4,2.083333,10,
vte_prophylaxis,307,Med-Surg ICU,2509,129,5.141491,10,
vte_prophylaxis,310,Med-Surg ICU,902,63,6.984479,10,
vte_prophylaxis,312,Med-Surg ICU,595,12,2.016807,10,
vte_prophylaxis,323,Med-Surg ICU,13,0,0.0,10,
vte_prophylaxis,328,Med-Surg ICU,449,10,2.227171,10,
vte_prophylaxis,331,Med-Surg ICU,2386,276,11.567477,10,
vte_prophylaxis,336,Cardiac ICU,114,20,17.54386,10,
vte_prophylaxis,336,Med-Surg ICU,851,84,9.87074,10,
vte_prophylaxis,337,Med-Surg ICU,565,60,10.619469,10,
vte_prophylaxis,338,CCU-CTICU,1299,321,24.711316,10,
vte_prophylaxis,338,MICU,1215,161,13.251029,10,
vte_prophylaxis,338,Med-Surg ICU,81,4,4.938272,10,
vte_prophylaxis,338,Neuro ICU,434,60,13.824885,10,
vte_prophylaxis,338,SICU,1049,288,27.454719,10,
vte_prophylaxis,342,Med-Surg ICU,160,0,0.0,10,
vte_prophylaxis,345,Med-Surg ICU,2401,152,6.330696,10,
vte_prophylaxis,353,Med-Surg ICU,686,0,0.0,10,
vte_prophylaxis,358,Med-Surg ICU,420,0,0.0,10,
vte_prophylaxis,360,Med-Surg ICU,46,0,0.0,10,
vte_prophylaxis,363,Med-Surg ICU,60,0,0.0,10,
vte_prophylaxis,364,Med-Surg ICU,311,0,0.0,10,
vte_prophylaxis,365,Cardiac ICU,879,1,0.113766,10,
vte_prophylaxis,365,Med-Surg ICU,1055,0,0.0,10,
vte_prophylaxis,365,Neuro ICU,88,0,0.0,10,
vte_prophylaxis,411,MICU,907,0,0.0,10,
vte_prophylaxis,411,SICU,803,0,0.0,10,
vte_prophylaxis,412,MICU,200,0,0.0,10,
vte_prophylaxis,413,CCU-CTICU,1369,0,0.0,10,
vte_prophylaxis,413,Neuro ICU,829,0,0.0,10,
vte_prophylaxis,416,CCU-CTICU,151,15,9.933775,10,
vte_prophylaxis,416,MICU,357,31,8.683473,10,
vte_prophylaxis,416,SICU,246,14,5.691057,10,
vte_prophylaxis,417,Med-Surg ICU,329,6,1.823708,10,
vte_prophylaxis,419,Med-Surg ICU,558,49,8.781362,10,
vte_prophylaxis,420,CCU-CTICU,2747,296,10.775391,10,
vte_prophylaxis,420,Cardiac ICU,1399,60,4.288778,10,
vte_prophylaxis,420,Med-Surg ICU,2959,206,6.961811,10,
vte_prophylaxis,420,SICU,3721,180,4.837409,10,
vte_prophylaxis,421,Med-Surg ICU,636,0,0.0,10,
vte_prophylaxis,422,Med-Surg ICU,339,2,0.589971,10,
vte_prophylaxis,424,Med-Surg ICU,645,50,7.751938,10,
vte_prophylaxis,443,CCU-CTICU,668,0,0.0,10,
vte_prophylaxis,443,MICU,708,0,0.0,10,
vte_prophylaxis,443,Neuro ICU,651,0,0.0,10,
vte_prophylaxis,443,SICU,983,0,0.0,10,
vte_prophylaxis,444,Med-Surg ICU,925,16,1.72973,10,
vte_prophylaxis,449,Med-Surg ICU,1201,35,2.914238,10,
vte_prophylaxis,449,Neuro ICU,650,2,0.307692,10,
vte_prophylaxis,458,CTICU,61,0,0.0,10,
vte_prophylaxis,458,Cardiac ICU,166,6,3.614458,10,
vte_prophylaxis,458,MICU,38,0,0.0,10,
vte_prophylaxis,458,Neuro ICU,15,0,0.0,10,
vte_prophylaxis,458,SICU,55,1,1.818182,10,
vte_prophylaxis,459,Med-Surg ICU,142,1,0.704225,10,
vte_prophylaxis,56,Med-Surg ICU,192,0,0.0,10,
vte_prophylaxis,58,Med-Surg ICU,235,0,0.0,10,
vte_prophylaxis,59,Med-Surg ICU,450,0,0.0,10,
vte_prophylaxis,60,Med-Surg ICU,268,0,0.0,10,
vte_prophylaxis,61,Med-Surg ICU,139,0,0.0,10,
vte_prophylaxis,63,Med-Surg ICU,1494,0,0.0,10,
vte_prophylaxis,66,Med-Surg ICU,934,0,0.0,10,
vte_prophylaxis,67,Med-Surg ICU,378,0,0.0,10,
vte_prophylaxis,68,SICU,419,0,0.0,10,
vte_prophylaxis,69,Med-Surg ICU,485,0,0.0,10,
vte_prophylaxis,71,Med-Surg ICU,815,0,0.0,10,
vte_prophylaxis,73,CCU-CTICU,2379,0,0.0,10,
vte_prophylaxis,73,CTICU,1066,0,0.0,10,
vte_prophylaxis,73,MICU,1386,0,0.0,10,
vte_prophylaxis,73,Med-Surg ICU,1083,0,0.0,10,
vte_prophylaxis,73,Neuro ICU,773,0,0.0,10,
vte_prophylaxis,73,SICU,490,0,0.0,10,
vte_prophylaxis,79,Med-Surg ICU,516,4,0.775194,10,
vte_prophylaxis,83,Med-Surg ICU,26,0,0.0,10,
vte_prophylaxis,92,Med-Surg ICU,157,4,2.547771,10,
vte_prophylaxis,95,Med-Surg ICU,78,0,0.0,10,
