emar_poe_pairs_n,linked_stays_n,pairs_with_exact_poe_prescription_n,pairs_with_same_pharmacy_prescription_n,pairs_with_different_pharmacy_prescription_n,pairs_with_exact_poe_pharmacy_n,pairs_with_same_pharmacy_row_n,pairs_with_different_pharmacy_row_n
198,183,0,0,0,0,0,0
